state,year,State Code,Region,population,population ratio,population  region ratio,area,area density,land,land density,water,water density
Colorado,2019,CO,West,5758736,0.01754431,0.073502703,269601,18.72155148,268431,18.64030469,1170,0.081246788
Connecticut,2019,CT,Northeast,3565287,0.010861846,0.063685396,14357,249.2940029,12542,217.7784624,1816,31.53290446
Delaware,2019,DE,South,973764,0.002966626,0.007754105,6446,139.5583307,5047,109.2694532,1399,30.28887755
District of Columbia,2019,DC,South,705749,0.002150104,0.005619896,177,3419.355932,158,3052.306425,19,367.0495068
Florida,2019,FL,South,21477737,0.065433123,0.171027714,170312,110.6530192,138887,90.23595444,31424,20.41641502
Georgia,2019,GA,South,10617423,0.032346571,0.084546784,153910,63.10103957,148959,61.07119585,4951,2.02984372
Guam,2019,,,6892503,0.020998395,0,,#DIV/0!,,#DIV/0!,,#DIV/0!
Hawaii,2019,HI,West,1415872,0.004313533,0.018071747,28313,48.17444284,16635,28.30437808,11678,19.87006476
Idaho,2019,ID,West,1787065,0.005444393,0.022809538,216443,7.257088471,214045,7.176686249,2398,0.080402222
Illinois,2019,IL,Midwest,12671821,0.038605409,0.185453033,149995,85.60620687,143793,82.06655759,6202,3.539649289
Indiana,2019,IN,Midwest,6732219,0.02051008,0.09852652,94326,68.80851515,92789,67.68731116,1537,1.121203992
Iowa,2019,IA,Midwest,3155070,0.009612097,0.046174682,145746,20.93192952,144669,20.7772516,1077,0.15467792
Kansas,2019,KS,Midwest,2913314,0.008875573,0.042636565,213100,13.41243548,211754,13.32771873,1346,0.084716744
Kentucky,2019,KY,South,4467673,0.013611015,0.035576183,104656,41.5473647,102269,40.59975004,2387,0.947614657
Louisiana,2019,LA,South,4648794,0.01416281,0.037018454,135659,33.49967197,111898,27.63212389,23761,5.867548085
Maine,2019,ME,Northeast,1344212,0.004095217,0.024011159,91633,14.4885467,79883,12.63069611,11750,1.857850597
Mariana Islands,2019,,,,0,0,5117,0,472,0,4644,0
Maryland,2019,MD,South,6045680,0.018418501,0.048141889,32131,180.1576359,25142,140.9705046,6990,39.19273833
Massachusetts,2019,MA,Northeast,6892503,0.020998395,0.123118219,27336,240.207309,20202,177.5193173,7134,62.68799176
Michigan,2019,MI,Midwest,9986857,0.030425516,0.146158387,250487,39.43322408,146435,23.05270999,104052,16.38051409
Minnesota,2019,MN,Midwest,5639632,0.017181453,0.082536429,225163,23.58659282,206232,21.60350595,18930,1.982982116
Mississippi,2019,MS,South,2976149,0.009067004,0.023699143,125438,23.68140436,121531,22.94380294,3907,0.737601419
Missouri,2019,MO,Midwest,6137428,0.018698016,0.08982171,180540,33.21133267,178040,32.75144383,2501,0.460072798
Montana,2019,MT,West,1068778,0.003256092,0.013641548,380831,2.601408499,376962,2.574979848,3869,0.026428651
Nebraska,2019,NE,Midwest,1934408,0.005893282,0.028310203,200330,9.132641142,198974,9.070823834,1356,0.061817308
Nevada,2019,NV,West,3080156,0.009383867,0.039314147,286380,9.436430617,284332,9.368947518,2048,0.067483099
New Hampshire,2019,NH,Northeast,1359711,0.004142435,0.024288012,24214,54.38019328,23187,52.07374005,1027,2.306453229
New Jersey,2019,NJ,Northeast,8882190,0.027060087,0.158659258,22591,389.5111328,19047,328.405938,3544,61.10519474
New Mexico,2019,NM,West,2096829,0.006388106,0.026763269,314917,6.555860751,314161,6.540122538,757,0.01575903
New York,2019,NY,Northeast,19453561,0.059266358,0.347491729,141297,137.2985838,122057,118.6030365,19240,18.69554734
North Carolina,2019,NC,South,10488084,0.031952532,0.083516854,139391,68.68680905,125920,62.04879078,13471,6.63801827
North Dakota,2019,ND,Midwest,762062,0.002321664,0.011152833,183108,3.684792581,178711,3.596309102,4397,0.08848348
Ohio,2019,OH,Midwest,11689100,0.035611495,0.171070838,116098,99.39306448,105829,90.60163501,10269,8.791429475
Oklahoma,2019,OK,South,3956971,0.012055133,0.031509451,181037,20.76892569,177660,20.38150951,3377,0.387416175
Oregon,2019,OR,West,4217737,0.012849571,0.053833875,254799,15.06085581,248608,14.69491341,6191,0.365942403
Pennsylvania,2019,PA,Northeast,12801989,0.039001973,0.228677171,119280,106.5657277,115883,103.5308201,3397,3.034907587
Puerto Rico,2019,,,3193694,0.009729767,0,13791,269.8517149,8868,173.5222252,4924,96.34905693
Rhode Island,2019,RI,Northeast,1059361,0.003227402,0.018922972,4001,263.423894,2678,176.3182175,1324,87.17151604
South Carolina,2019,SC,South,5148714,0.015685844,0.040999328,82933,55.89631389,77857,52.47512222,5076,3.421191677
South Dakota,2019,SD,Midwest,884659,0.002695163,0.01294705,199729,4.086367027,196350,4.017234181,3379,0.069132846
Tennessee,2019,TN,South,6829174,0.020805459,0.05438087,109153,58.22387841,106798,56.96768542,2355,1.256192992
Texas,2019,TX,South,28995881,0.088337567,0.230894868,695662,36.28482079,676587,35.28989372,19075,0.994927072
Utah,2019,UT,West,3205958,0.00976713,0.040919844,219882,12.62191539,212818,12.21641967,7064,0.405495722
Vermont,2019,VT,Northeast,623989,0.001901017,0.011146084,24906,25.12964747,23871,24.08535352,1035,1.044293951
Virgin Islands,2019,,,,0,0,1898,0,348,0,1550,0
Virginia,2019,VA,South,8535519,0.026003934,0.067968534,110787,72.42455342,102279,66.86263641,8508,5.561917017
Washington,2019,WA,West,7614893,0.023199196,0.09719411,184661,36.51464034,172119,34.0346006,12542,2.480039744
West Virginia,2019,WV,South,1792147,0.005459876,0.014270908,62756,29.54680031,62259,29.3128026,497,0.233997701
Wisconsin,2019,WI,Midwest,5822434,0.01773837,0.08521175,169635,33.54540631,140268,27.73806734,29367,5.807338976
Wyoming,2019,WY,West,578759,0.001763222,0.007387099,253335,2.228223499,251470,2.211819777,1864,0.016394926
