month,state,permit,handgun,long_gun,other,multiple,totals
2015-02-01,Mississippi,771,11559,6964,258,524,23970
2015-02-01,Missouri,7327,26048,15858,1120,1346,55680
2015-02-01,Montana,1109,3178,4248,131,314,11027
2015-02-01,Nebraska,4269,133,2156,25,2,6715
2015-02-01,Nevada,2021,5338,3100,229,271,11626
2015-02-01,New Hampshire,2190,4184,2529,109,3,9085
2015-02-01,New Jersey,0,4101,3005,123,0,7229
2015-02-01,New Mexico,748,6039,4625,342,447,13832
2015-02-01,New York,2886,8512,13343,643,153,25920
2015-02-01,North Carolina,24718,1364,14638,772,396,48473
2015-02-01,North Dakota,433,1862,2783,106,94,5512
2015-02-01,Ohio,2,34137,18836,1682,1595,59899
2015-02-01,Oklahoma,0,16251,10864,932,1241,34307
2015-02-01,Oregon,51,13230,10932,0,0,24213
2015-02-01,Pennsylvania,20284,51886,8727,0,0,81379
2015-02-01,Rhode Island,0,922,635,59,136,1777
2015-02-01,South Carolina,6678,13831,7072,500,502,31543
2015-02-01,South Dakota,569,3449,4167,173,211,9065
2015-02-01,Tennessee,8703,27069,16763,0,1226,53761
2015-02-01,Texas,17042,60204,39798,3091,3489,140229
2015-02-01,Utah,11420,3668,4018,211,217,20627
2015-02-01,Vermont,0,1649,1421,83,65,3220
2015-02-01,Virginia,492,23999,15237,1040,0,40786
2015-02-01,Washington,10199,15771,11434,1431,741,43129
2015-02-01,West Virginia,1692,9538,7719,262,721,24248
2015-02-01,Wisconsin,5432,13332,12361,746,61,32541
2015-02-01,Wyoming,546,2131,2092,117,155,5539
2015-01-01,Alabama,16077,16291,12944,849,739,51119
2015-01-01,Alaska,196,2439,2050,225,107,5348
2015-01-01,Arizona,3690,10585,6808,723,510,24620
2015-01-01,Arkansas,3896,5295,5760,202,319,18184
2015-01-01,California,47134,37560,23524,4060,0,113292
2015-01-01,Colorado,3404,15739,11932,1031,897,33007
2015-01-01,Connecticut,10699,9910,3891,211,0,24791
2015-01-01,Delaware,392,1910,1596,82,84,4133
2015-01-01,Florida,13798,43909,21939,2433,1752,87895
2015-01-01,Georgia,15535,13650,9280,404,578,43248
2015-01-01,Hawaii,1188,0,0,0,0,1188
2015-01-01,Idaho,2719,2568,3342,187,153,9858
2015-01-01,Illinois,63009,20682,12203,0,818,96712
2015-01-01,Indiana,34934,18433,11935,1081,597,67533
2015-01-01,Iowa,9736,197,2486,44,9,12562
2015-01-01,Kansas,2300,5724,5577,331,304,15166
2015-01-01,Kentucky,298959,9629,7663,241,535,320778
2015-01-01,Louisiana,43,10760,10358,789,498,24516
2015-01-01,Maine,0,2617,2285,168,117,5423
2015-01-01,Maryland,1623,2542,4795,108,12,9311
2015-01-01,Massachusetts,4937,5139,2568,337,123,13112
2015-01-01,Michigan,15459,9260,7923,436,191,33596
2015-01-01,Minnesota,20089,8181,7949,604,324,37824
2015-01-01,Mississippi,837,6798,6220,261,314,17119
2015-01-01,Missouri,7340,21243,13943,1185,900,47271
2015-01-01,Montana,943,2204,3380,114,180,8234
2015-01-01,Nebraska,3915,169,2057,21,6,6241
2015-01-01,Nevada,2061,3936,2553,219,241,9482
2015-01-01,New Hampshire,2940,4097,2652,118,0,9834
2015-01-01,New Jersey,0,3854,3163,127,0,7144
2015-01-01,New Mexico,471,4548,3689,353,388,10614
2015-01-01,New York,3923,9002,12478,597,141,26506
2015-01-01,North Carolina,23597,1291,13043,641,213,43199
2015-01-01,North Dakota,689,1672,2793,81,83,5512
2015-01-01,Ohio,0,26268,16186,1678,1164,47676
2015-01-01,Oklahoma,0,13234,9811,1006,832,28606
2015-01-01,Oregon,62,10601,8766,0,0,19429
2015-01-01,Pennsylvania,20519,44966,7800,0,0,73321
2015-01-01,Rhode Island,0,886,622,63,140,1722
2015-01-01,South Carolina,6266,8767,6156,507,289,23923
2015-01-01,South Dakota,0,2399,3631,188,147,6709
2015-01-01,Tennessee,19362,22197,15007,0,970,57536
2015-01-01,Texas,18530,44153,36397,2852,2306,115315
2015-01-01,Utah,12100,2923,3317,198,135,19394
2015-01-01,Vermont,0,1171,1081,72,46,2373
2015-01-01,Virginia,379,21023,14433,844,0,36685
2015-01-01,Washington,10516,13781,9419,1423,473,38018
2015-01-01,West Virginia,1450,6881,5876,289,406,17624
2015-01-01,Wisconsin,4614,9703,9221,608,49,24587
2015-01-01,Wyoming,394,1646,1830,106,100,4413
2014-12-01,Alabama,16469,23630,29449,773,1130,75874
2014-12-01,Alaska,212,4259,4189,305,202,9442
2014-12-01,Arizona,3892,14200,11509,842,588,33062
2014-12-01,Arkansas,3675,8260,14121,191,398,29453
2014-12-01,California,41907,66770,47409,6956,0,164170
2014-12-01,Colorado,4623,20924,19494,1067,1185,47309
2014-12-01,Connecticut,10560,11516,5542,257,0,27883
2014-12-01,Delaware,226,2320,3079,89,91,5847
2014-12-01,Florida,12339,50412,37098,2500,1954,107882
2014-12-01,Georgia,12759,19541,22872,539,786,60222
2014-12-01,Hawaii,1389,0,0,0,0,1389
2014-12-01,Idaho,2545,4260,6913,227,205,14948
2014-12-01,Illinois,101641,24857,19709,0,1013,147220
2014-12-01,Indiana,27509,23399,21186,1044,835,74495
2014-12-01,Iowa,8371,260,5574,39,6,14335
2014-12-01,Kansas,2328,7333,10739,363,438,22119
2014-12-01,Kentucky,259142,14308,17629,308,720,295697
2014-12-01,Louisiana,26,15337,25507,740,808,44644
2014-12-01,Maine,0,3653,4701,223,162,8990
2014-12-01,Maryland,933,2839,8357,115,12,12462
2014-12-01,Massachusetts,5009,5486,3263,383,183,14332
2014-12-01,Michigan,13920,11860,15576,433,222,42291
2014-12-01,Minnesota,19221,9357,13082,577,369,43152
2014-12-01,Mississippi,607,10726,17253,268,455,32564
2014-12-01,Missouri,6542,27713,25507,1224,1155,64574
2014-12-01,Montana,850,3913,6802,109,273,13177
2014-12-01,Nebraska,4142,184,4455,29,11,8917
2014-12-01,Nevada,2029,5202,4356,285,298,12590
2014-12-01,New Hampshire,2938,5059,4122,100,2,12247
2014-12-01,New Jersey,0,3796,4768,148,0,8712
2014-12-01,New Mexico,825,6575,6721,383,331,15881
2014-12-01,New York,2978,9349,21403,604,164,34849
2014-12-01,North Carolina,22263,1745,27082,658,230,56571
2014-12-01,North Dakota,408,2020,4018,74,101,6795
2014-12-01,Ohio,0,35658,30752,1609,1436,71731
2014-12-01,Oklahoma,0,19055,20488,1054,1183,45311
2014-12-01,Oregon,67,14346,13994,0,0,28411
2014-12-01,Pennsylvania,20786,61828,12737,0,0,95384
2014-12-01,Rhode Island,0,895,894,59,133,1988
2014-12-01,South Carolina,5846,11905,14320,477,408,34846
2014-12-01,South Dakota,1,3098,5897,160,155,9645
2014-12-01,Tennessee,11115,30117,30298,0,1404,72934
2014-12-01,Texas,18336,66280,78321,3420,3302,180658
2014-12-01,Utah,12359,4744,8018,206,238,26111
2014-12-01,Vermont,0,1306,1715,70,57,3152
2014-12-01,Virginia,212,24410,24225,1092,0,49939
2014-12-01,Washington,10625,19476,15253,1647,657,49826
2014-12-01,West Virginia,1069,9844,12767,338,533,26935
2014-12-01,Wisconsin,3724,12139,14806,574,43,31622
2014-12-01,Wyoming,363,2729,3383,111,118,7031
2014-11-01,Alabama,11509,16301,22502,544,963,56324
2014-11-01,Alaska,250,3047,3798,257,214,7851
2014-11-01,Arizona,3705,9974,9362,643,477,26203
2014-11-01,Arkansas,3982,5277,12356,166,337,25577
2014-11-01,California,48671,43779,34964,4087,0,132469
2014-11-01,Colorado,2807,15478,16152,847,1235,36523
2014-11-01,Connecticut,9193,9106,4957,167,0,23451
2014-11-01,Delaware,97,1846,2649,78,55,4764
2014-11-01,Florida,10477,39126,30723,1974,1805,87931
2014-11-01,Georgia,9808,12951,16489,418,706,44325
2014-11-01,Hawaii,1078,0,0,0,0,1078
2014-11-01,Idaho,2126,2611,5013,168,163,10932
2014-11-01,Illinois,66164,19282,18280,0,880,104606
2014-11-01,Indiana,96876,16681,20381,824,690,136175
2014-11-01,Iowa,5596,174,5018,19,4,10906
2014-11-01,Kansas,1607,5428,9622,227,371,18147
2014-11-01,Kentucky,54751,8807,15632,228,554,84113
2014-11-01,Louisiana,4,10660,19375,548,642,33557
2014-11-01,Maine,0,2356,4426,137,142,7347
2014-11-01,Maryland,886,2290,8896,84,13,12483
2014-11-01,Massachusetts,4647,4698,3370,360,165,13258
2014-11-01,Michigan,12590,8752,17256,281,189,39561
2014-11-01,Minnesota,16885,6462,13470,405,311,38258
2014-11-01,Mississippi,706,6019,13482,207,349,24074
2014-11-01,Missouri,5189,23419,26565,841,1120,60330
2014-11-01,Montana,663,2442,5296,92,209,10052
2014-11-01,Nebraska,3041,135,3757,20,5,7072
2014-11-01,Nevada,951,3807,3308,230,236,8950
2014-11-01,New Hampshire,2484,3838,3784,72,1,10215
2014-11-01,New Jersey,0,3141,4357,114,0,7612
2014-11-01,New Mexico,623,4734,5370,261,260,12308
2014-11-01,New York,3233,6959,22126,489,145,33260
2014-11-01,North Carolina,16716,1210,22312,483,226,45758
2014-11-01,North Dakota,361,1447,4023,69,110,6217
2014-11-01,Ohio,0,26893,32001,1413,1294,64249
2014-11-01,Oklahoma,0,14060,17558,911,1011,37671
2014-11-01,Oregon,52,10465,11486,0,0,22003
2014-11-01,Pennsylvania,16515,57010,13907,22,0,87572
2014-11-01,Rhode Island,0,836,796,48,132,1822
2014-11-01,South Carolina,4590,8668,10869,412,415,26987
2014-11-01,South Dakota,2,2231,5750,115,150,8620
2014-11-01,Tennessee,8312,21010,24913,0,1053,55288
2014-11-01,Texas,15978,47340,58551,2544,2815,138837
2014-11-01,Utah,9212,3189,5890,146,213,19211
2014-11-01,Vermont,0,932,1814,47,36,2833
2014-11-01,Virginia,208,19685,23164,898,0,43955
2014-11-01,Washington,9260,16080,13996,1886,626,44282
2014-11-01,West Virginia,780,6057,12780,181,456,24050
2014-11-01,Wisconsin,4299,8645,16950,434,51,31027
2014-11-01,Wyoming,511,1675,2637,85,99,5399
2014-10-01,Alabama,15305,13930,14643,507,811,50068
2014-10-01,Alaska,218,3997,4406,246,290,9803
2014-10-01,Arizona,4094,9557,7966,577,517,25181
2014-10-01,Arkansas,4214,5164,9255,138,356,23097
2014-10-01,California,50300,42829,30607,3536,0,128439
2014-10-01,Colorado,4362,14704,14649,746,1065,35546
2014-10-01,Connecticut,10783,8934,4654,119,0,24547
2014-10-01,Delaware,128,1562,1941,65,74,3802
2014-10-01,Florida,14077,38428,23668,1904,1742,83962
2014-10-01,Georgia,13571,11239,12696,337,609,43186
2014-10-01,Hawaii,1330,0,0,0,0,1330
2014-10-01,Idaho,2888,2351,5239,125,175,11973
2014-10-01,Illinois,70325,17927,14023,0,778,103053
2014-10-01,Indiana,47593,16054,15005,733,615,80707
2014-10-01,Iowa,6822,176,3667,22,3,10795
2014-10-01,Kansas,2200,4725,6092,248,299,14601
2014-10-01,Kentucky,6049,8530,11463,211,654,31756
2014-10-01,Louisiana,0,9658,15343,519,670,29220
2014-10-01,Maine,0,2800,6552,117,180,10133
2014-10-01,Maryland,1285,2410,5964,104,15,10073
2014-10-01,Massachusetts,5639,4902,3343,272,174,14369
2014-10-01,Michigan,16955,8642,13602,279,199,40169
2014-10-01,Minnesota,18322,7461,17386,407,374,45025
2014-10-01,Mississippi,760,6024,8325,176,355,19086
2014-10-01,Missouri,6337,18128,20255,834,1037,50021
2014-10-01,Montana,1112,2651,6683,88,239,12833
2014-10-01,Nebraska,3741,130,2698,13,3,6735
2014-10-01,Nevada,1211,3830,2880,195,241,8873
2014-10-01,New Hampshire,3392,3975,4109,90,2,11633
2014-10-01,New Jersey,0,3583,3736,116,0,7435
2014-10-01,New Mexico,971,4910,4780,246,409,12641
2014-10-01,New York,3703,8190,21900,392,152,34659
2014-10-01,North Carolina,20331,1155,15491,465,230,43204
2014-10-01,North Dakota,463,1598,5306,62,98,7836
2014-10-01,Ohio,0,25552,22111,1495,1289,53277
2014-10-01,Oklahoma,0,12353,12430,717,931,30881
2014-10-01,Oregon,25,9939,10701,0,0,20667
2014-10-01,Pennsylvania,22166,50150,10758,0,0,83119
2014-10-01,Rhode Island,0,907,806,55,110,1889
2014-10-01,South Carolina,6472,7251,7633,271,300,24311
2014-10-01,South Dakota,8,2172,6508,122,151,9445
2014-10-01,Tennessee,7403,19184,17453,0,893,44933
2014-10-01,Texas,19667,39725,44864,2317,2636,122547
2014-10-01,Utah,9097,2335,4064,83,155,16476
2014-10-01,Vermont,0,1130,1853,57,58,3101
2014-10-01,Virginia,203,18009,17273,934,0,36419
2014-10-01,Washington,10635,13942,12017,1205,584,41682
2014-10-01,West Virginia,1024,6080,9459,178,485,20922
2014-10-01,Wisconsin,5280,10459,16475,456,41,33262
2014-10-01,Wyoming,541,1597,2630,56,113,5421
2014-09-01,Alabama,14261,12337,13130,456,721,45081
2014-09-01,Alaska,217,2416,3273,120,170,6625
2014-09-01,Arizona,4108,8689,7451,606,520,23538
2014-09-01,Arkansas,2787,4074,6480,115,349,17053
2014-09-01,California,48291,37720,28503,3278,0,118856
2014-09-01,Colorado,3266,13033,12658,639,899,30504
2014-09-01,Connecticut,10512,7785,3660,144,0,22160
2014-09-01,Delaware,94,1370,1688,45,58,3289
2014-09-01,Florida,11525,37253,21661,1791,1722,77573
2014-09-01,Georgia,11240,9973,9497,294,518,35423
2014-09-01,Hawaii,1153,0,0,0,0,1153
2014-09-01,Idaho,2454,2367,4956,69,174,11211
2014-09-01,Illinois,88071,16060,12191,0,821,117143
2014-09-01,Indiana,6439,13876,12326,647,615,34547
2014-09-01,Iowa,5545,178,2660,23,4,8494
2014-09-01,Kansas,1939,3935,5343,187,263,12558
2014-09-01,Kentucky,60765,6912,8077,183,498,80383
2014-09-01,Louisiana,0,11352,16638,518,819,31703
2014-09-01,Maine,0,2440,4596,120,171,7667
2014-09-01,Maryland,1045,2282,4797,87,13,8480
2014-09-01,Massachusetts,5455,4098,2420,254,129,12394
2014-09-01,Michigan,16646,7668,12051,242,179,37179
2014-09-01,Minnesota,17953,6621,15768,375,303,41988
2014-09-01,Mississippi,818,7427,8847,190,426,20332
2014-09-01,Missouri,5133,14837,14838,646,891,39077
2014-09-01,Montana,881,2562,5273,76,219,10880
2014-09-01,Nebraska,3191,90,2156,13,6,5577
2014-09-01,Nevada,1475,3517,2803,153,244,8630
2014-09-01,New Hampshire,2897,3466,3192,67,2,9668
2014-09-01,New Jersey,0,3492,2854,124,0,6470
2014-09-01,New Mexico,1030,4080,4168,203,244,10973
2014-09-01,New York,3488,7350,16835,455,125,28575
2014-09-01,North Carolina,17095,926,12314,364,202,35405
2014-09-01,North Dakota,298,1389,3798,49,87,5914
2014-09-01,Ohio,0,20852,17783,912,1066,42944
2014-09-01,Oklahoma,0,10040,10567,573,877,25886
2014-09-01,Oregon,66,9089,10389,0,0,19544
2014-09-01,Pennsylvania,20044,42506,8823,0,0,71450
2014-09-01,Rhode Island,0,779,627,49,105,1570
2014-09-01,South Carolina,5486,6192,6127,253,297,20378
2014-09-01,South Dakota,1,2006,4479,109,156,7166
2014-09-01,Tennessee,6139,16841,14442,0,805,38227
2014-09-01,Texas,16930,34837,46899,1949,2376,114900
2014-09-01,Utah,9956,2458,4059,90,144,17531
2014-09-01,Vermont,0,1033,1604,45,57,2743
2014-09-01,Virginia,109,16028,14835,754,0,31726
2014-09-01,Washington,8868,11366,10589,919,532,35256
2014-09-01,West Virginia,824,5203,7365,189,425,16952
2014-09-01,Wisconsin,3991,9224,13579,412,31,27754
2014-09-01,Wyoming,627,1514,2483,53,97,5296
2014-08-01,Alabama,14823,13082,11806,504,781,45465
2014-08-01,Alaska,190,2923,3852,143,231,7816
2014-08-01,Arizona,6743,9189,7159,616,500,26519
2014-08-01,Arkansas,3028,4075,5296,102,300,15895
2014-08-01,California,45625,38710,30590,3454,0,119570
2014-08-01,Colorado,4055,14088,12531,639,908,32230
2014-08-01,Connecticut,7758,6001,2553,77,0,16479
2014-08-01,Delaware,238,1427,1623,53,53,3415
2014-08-01,Florida,11081,37260,19794,2009,1649,75868
2014-08-01,Georgia,11493,10608,8358,291,502,35344
2014-08-01,Hawaii,1130,0,0,0,0,1130
2014-08-01,Idaho,2709,2298,3968,97,164,10295
2014-08-01,Illinois,62282,16532,12191,0,716,91721
2014-08-01,Indiana,7583,15459,12168,662,540,37077
2014-08-01,Iowa,5476,117,2205,18,3,7923
2014-08-01,Kansas,1418,3930,4968,201,304,11796
2014-08-01,Kentucky,213126,7230,7382,155,558,232853
2014-08-01,Louisiana,0,10024,10791,575,589,24409
2014-08-01,Maine,0,2299,3387,113,137,6313
2014-08-01,Maryland,960,2393,4587,62,10,8265
2014-08-01,Massachusetts,5807,4868,2726,320,181,13949
2014-08-01,Michigan,13597,7886,9867,267,172,32189
2014-08-01,Minnesota,17989,6595,11540,378,327,37674
2014-08-01,Mississippi,634,5690,6078,176,314,15732
2014-08-01,Missouri,4586,17329,14418,677,1015,40886
2014-08-01,Montana,835,2712,4427,68,228,9986
2014-08-01,Nebraska,2681,81,1878,8,4,4763
2014-08-01,Nevada,1400,3749,2720,189,268,8780
2014-08-01,New Hampshire,2811,3616,3162,74,2,9688
2014-08-01,New Jersey,0,3653,3035,140,0,6828
2014-08-01,New Mexico,745,4498,3949,205,260,10816
2014-08-01,New York,5904,7025,13388,415,124,27139
2014-08-01,North Carolina,16602,930,12038,448,246,35184
2014-08-01,North Dakota,549,1353,2979,49,79,5239
2014-08-01,Ohio,0,20742,16787,939,1031,42044
2014-08-01,Oklahoma,0,10714,9635,600,878,25875
2014-08-01,Oregon,31,8476,8157,0,0,16665
2014-08-01,Pennsylvania,18353,40384,8958,0,0,67743
2014-08-01,Rhode Island,0,790,683,37,100,1617
2014-08-01,South Carolina,6875,6621,5989,329,285,22184
2014-08-01,South Dakota,0,1972,3693,72,136,6261
2014-08-01,Tennessee,7569,17136,14233,0,862,39800
2014-08-01,Texas,16910,38172,43507,2309,2337,115497
2014-08-01,Utah,12958,2364,3132,87,123,19335
2014-08-01,Vermont,0,1020,1177,30,47,2280
2014-08-01,Virginia,0,16034,13675,792,0,30501
2014-08-01,Washington,7650,11570,9239,867,488,32674
2014-08-01,West Virginia,948,5236,5986,180,380,15799
2014-08-01,Wisconsin,3164,8526,11849,388,35,24467
2014-08-01,Wyoming,575,1517,1964,46,83,4637
2014-07-01,Alabama,17430,11554,9544,492,600,43600
2014-07-01,Alaska,237,2565,2564,109,130,6035
2014-07-01,Arizona,4401,8216,5610,557,453,21193
2014-07-01,Arkansas,2834,3668,3928,133,245,13484
2014-07-01,California,40766,34912,24482,3254,0,104309
2014-07-01,Colorado,4049,13288,10489,627,788,29247
2014-07-01,Connecticut,6897,4141,1489,92,0,12620
2014-07-01,Delaware,181,1301,1333,64,61,2960
2014-07-01,Florida,12265,33878,17356,1737,1419,70230
2014-07-01,Georgia,13895,8998,5971,261,428,32987
2014-07-01,Hawaii,1291,0,0,0,0,1291
2014-07-01,Idaho,2363,1970,2823,81,132,8251
2014-07-01,Illinois,60504,15798,9607,0,687,86596
2014-07-01,Indiana,7651,13475,9126,555,471,31816
2014-07-01,Iowa,5737,119,1606,14,2,7575
2014-07-01,Kansas,1644,3884,3623,201,211,10381
2014-07-01,Kentucky,232847,6375,5428,151,484,248979
2014-07-01,Louisiana,0,7931,7199,489,427,17996
2014-07-01,Maine,0,1995,2381,101,124,4923
2014-07-01,Maryland,1065,1953,3534,91,11,6878
2014-07-01,Massachusetts,6138,3922,2154,292,118,12638
2014-07-01,Michigan,14814,7133,6479,228,141,29119
2014-07-01,Minnesota,19088,6012,7192,285,237,33483
2014-07-01,Mississippi,573,4733,3874,133,259,11995
2014-07-01,Missouri,4364,12678,9729,570,682,30494
2014-07-01,Montana,811,2111,3279,73,182,7798
2014-07-01,Nebraska,2271,75,1241,10,4,3704
2014-07-01,Nevada,1598,3359,2279,209,214,8108
2014-07-01,New Hampshire,2668,3126,2456,61,0,8374
2014-07-01,New Jersey,0,3989,2681,122,0,6792
2014-07-01,New Mexico,718,3803,3193,230,249,9168
2014-07-01,New York,9454,7428,9573,338,90,27126
2014-07-01,North Carolina,17153,787,8442,392,191,31117
2014-07-01,North Dakota,774,1150,2145,48,73,4382
2014-07-01,Ohio,0,19770,14202,1000,875,37889
2014-07-01,Oklahoma,0,9523,7517,644,769,21917
2014-07-01,Oregon,7,7888,6998,0,0,14896
2014-07-01,Pennsylvania,18465,34544,6543,0,0,59582
2014-07-01,Rhode Island,0,686,564,31,85,1374
2014-07-01,South Carolina,7170,5453,4095,294,271,19093
2014-07-01,South Dakota,7,1816,2559,134,115,4984
2014-07-01,Tennessee,7937,15442,10414,0,701,34494
2014-07-01,Texas,19340,32736,28145,2088,2043,94876
2014-07-01,Utah,14170,1990,2532,69,109,19385
2014-07-01,Vermont,0,916,888,34,30,1868
2014-07-01,Virginia,0,15727,11605,699,0,28031
2014-07-01,Washington,8973,10715,7606,839,476,31164
2014-07-01,West Virginia,873,4847,4587,163,325,13298
2014-07-01,Wisconsin,3107,7883,7746,364,40,19541
2014-07-01,Wyoming,544,1425,1691,65,89,4205
2014-06-01,Alabama,15440,11437,10279,417,568,41709
2014-06-01,Alaska,228,2627,2467,130,155,6005
2014-06-01,Arizona,5140,8507,5496,590,456,22049
2014-06-01,Arkansas,3822,3859,3788,98,231,14177
2014-06-01,California,39245,34232,24557,3818,0,102639
2014-06-01,Colorado,3583,12549,9343,600,720,26802
2014-06-01,Connecticut,7260,4293,1647,70,0,13270
2014-06-01,Delaware,194,1451,1146,62,63,2928
2014-06-01,Florida,13789,33636,17047,1569,1403,70597
2014-06-01,Georgia,10963,9625,6006,216,342,30386
2014-06-01,Hawaii,1210,0,0,0,0,1210
2014-06-01,Idaho,3254,2220,3190,105,128,9745
2014-06-01,Illinois,87691,15406,8740,0,570,112407
2014-06-01,Indiana,7644,13069,8702,530,415,30807
2014-06-01,Iowa,6704,146,1614,18,4,8569
2014-06-01,Kansas,1582,3682,3604,172,219,10053
2014-06-01,Kentucky,199326,6061,5196,157,387,214382
2014-06-01,Louisiana,0,9220,6868,546,440,18906
2014-06-01,Maine,0,2065,2185,95,110,4783
2014-06-01,Maryland,986,2383,3641,91,15,7320
2014-06-01,Massachusetts,6951,4060,2021,305,123,13474
2014-06-01,Michigan,14346,7041,6044,242,139,28148
2014-06-01,Minnesota,20821,6592,6796,288,273,35400
2014-06-01,Mississippi,547,4596,3664,138,235,11455
2014-06-01,Missouri,3729,13225,9673,584,688,30079
2014-06-01,Montana,865,2469,3630,73,186,8454
2014-06-01,Nebraska,2226,89,1144,4,3,3550
2014-06-01,Nevada,2101,3695,2418,189,220,9000
2014-06-01,New Hampshire,2691,3214,2561,54,0,8534
2014-06-01,New Jersey,0,4018,2493,138,0,6649
2014-06-01,New Mexico,795,4237,3269,208,220,9546
2014-06-01,New York,6899,6991,9201,343,123,23810
2014-06-01,North Carolina,18553,751,8702,360,198,32577
2014-06-01,North Dakota,636,1191,2114,37,62,4224
2014-06-01,Ohio,0,18471,13177,947,840,35267
2014-06-01,Oklahoma,0,9705,7568,649,699,21797
2014-06-01,Oregon,39,8731,7689,0,0,16461
2014-06-01,Pennsylvania,16933,33261,6077,0,0,56296
2014-06-01,Rhode Island,0,657,487,26,75,1251
2014-06-01,South Carolina,7923,5911,3745,260,215,19781
2014-06-01,South Dakota,2,1794,2468,73,134,4781
2014-06-01,Tennessee,7435,14563,10004,0,663,32665
2014-06-01,Texas,16019,34426,27426,2067,1798,91133
2014-06-01,Utah,17714,2182,2654,100,100,23271
2014-06-01,Vermont,0,867,787,48,32,1736
2014-06-01,Virginia,0,14711,11017,623,0,26351
2014-06-01,Washington,9081,11690,8253,825,456,32647
2014-06-01,West Virginia,785,4786,4290,148,305,12646
2014-06-01,Wisconsin,3528,7922,7111,349,36,19302
2014-06-01,Wyoming,801,1503,1774,76,92,4644
2014-05-01,Alabama,16215,12872,8807,502,620,43111
2014-05-01,Alaska,274,2990,3161,139,187,7166
2014-05-01,Arizona,6529,9112,6065,582,435,24566
2014-05-01,Arkansas,6299,3931,3869,102,252,17070
2014-05-01,California,50964,38192,26630,3879,0,120661
2014-05-01,Colorado,5543,13775,10818,693,863,31697
2014-05-01,Connecticut,7632,4837,1900,68,0,14437
2014-05-01,Delaware,301,1790,1671,61,56,3896
2014-05-01,Florida,18764,35254,17504,1756,1518,78127
2014-05-01,Georgia,12827,10127,6051,301,404,33247
2014-05-01,Hawaii,1155,0,0,0,0,1155
2014-05-01,Idaho,2327,2436,3399,91,151,9289
2014-05-01,Illinois,64832,17848,9308,0,650,92638
2014-05-01,Indiana,9559,15395,9454,677,597,36151
2014-05-01,Iowa,6278,120,1659,19,6,8165
2014-05-01,Kansas,1675,4155,3779,213,259,10895
2014-05-01,Kentucky,214214,6668,5294,160,445,230610
2014-05-01,Louisiana,0,9196,6921,429,511,19085
2014-05-01,Maine,0,2546,2571,86,134,5674
2014-05-01,Maryland,1199,2532,3877,69,15,7913
2014-05-01,Massachusetts,6618,4713,2294,293,166,14087
2014-05-01,Michigan,14896,8422,6988,299,160,31109
2014-05-01,Minnesota,18283,7285,7633,332,295,34462
2014-05-01,Mississippi,582,5337,3706,146,245,12506
2014-05-01,Missouri,3880,14385,9810,590,749,31691
2014-05-01,Montana,956,2516,3735,80,207,8930
2014-05-01,Nebraska,2534,107,1323,12,1,4074
2014-05-01,Nevada,1779,3740,2535,217,259,8950
2014-05-01,New Hampshire,3393,3831,2802,61,1,10119
2014-05-01,New Jersey,0,4856,2871,181,0,7908
2014-05-01,New Mexico,691,4577,3520,270,251,10235
2014-05-01,New York,6387,8008,10682,444,111,25889
2014-05-01,North Carolina,20461,767,8557,394,216,34589
2014-05-01,North Dakota,815,1496,2549,59,82,5216
2014-05-01,Ohio,0,21891,14553,1013,1030,40586
2014-05-01,Oklahoma,0,9927,7324,684,768,22251
2014-05-01,Oregon,40,9636,8199,0,0,17875
2014-05-01,Pennsylvania,18372,38001,6871,0,0,63261
2014-05-01,Rhode Island,0,745,592,35,91,1471
2014-05-01,South Carolina,8671,6444,3875,310,220,21331
2014-05-01,South Dakota,5,1992,2659,71,127,5167
2014-05-01,Tennessee,7199,15607,10039,0,722,33567
2014-05-01,Texas,17072,37264,29032,2209,2027,97814
2014-05-01,Utah,20462,2454,2854,98,104,26525
2014-05-01,Vermont,0,977,1014,62,44,2100
2014-05-01,Virginia,0,15597,11102,686,0,27385
2014-05-01,Washington,12897,12517,8554,907,471,37636
2014-05-01,West Virginia,911,5563,4878,186,395,14682
2014-05-01,Wisconsin,4159,9269,8182,415,50,22493
2014-05-01,Wyoming,931,1732,1972,68,112,5187
2014-04-01,Alabama,17498,13842,10285,571,628,46332
2014-04-01,Alaska,345,3293,3805,246,204,8305
2014-04-01,Arizona,5848,10229,6786,644,493,25939
2014-04-01,Arkansas,4526,4509,4705,137,270,16546
2014-04-01,California,58879,40847,29602,4030,0,134448
2014-04-01,Colorado,6343,14888,11741,793,847,34615
2014-04-01,Connecticut,13030,4885,2714,75,0,20715
2014-04-01,Delaware,288,1449,957,62,63,2822
2014-04-01,Florida,31586,37470,19213,1728,1476,94323
2014-04-01,Georgia,15172,10794,6894,318,368,36533
2014-04-01,Hawaii,1597,0,0,0,0,1597
2014-04-01,Idaho,3337,2524,3506,103,136,10422
2014-04-01,Illinois,72734,21131,11333,0,726,105924
2014-04-01,Indiana,12335,16956,11235,801,571,42399
2014-04-01,Iowa,7746,183,2379,17,4,10404
2014-04-01,Kansas,2032,4961,4849,290,255,13161
2014-04-01,Kentucky,255799,7460,6916,148,439,274155
2014-04-01,Louisiana,0,9614,7205,510,464,19656
2014-04-01,Maine,0,3028,3280,117,151,6890
2014-04-01,Maryland,1804,4065,4397,51,11,10548
